Unnamed: 0,TIME_PERIOD,REF_AREA,HICP - Overall index (Monthly),HICP - Food & Beverages (Monthly),HICP - Housing & Electricity (Monthly)
1372,2020-08,PL,3.7,2.5,6.0
1373,2020-09,PL,3.8,2.3,6.0
1374,2020-10,PL,3.8,1.9,6.2
1375,2020-11,PL,3.7,1.6,6.1
1376,2020-12,PL,3.4,0.5,6.2
1377,2021-01,PL,3.6,0.9,6.4
1378,2021-02,PL,3.6,0.7,5.3
1379,2021-03,PL,4.4,0.6,5.5
1380,2021-04,PL,5.1,1.2,5.4
1381,2021-05,PL,4.6,1.5,5.7
1382,2021-06,PL,4.1,1.6,5.9
1383,2021-07,PL,4.7,2.8,6.0
1384,2021-08,PL,5.0,3.6,6.7
1385,2021-09,PL,5.6,4.2,7.2
1386,2021-10,PL,6.4,4.7,9.2
1387,2021-11,PL,7.4,6.1,11.3
1388,2021-12,PL,8.0,8.4,11.9
1389,2022-01,PL,8.7,8.9,14.2
1390,2022-02,PL,8.1,7.2,14.3
1391,2022-03,PL,10.2,8.7,17.2
1392,2022-04,PL,11.4,11.7,19.2
1393,2022-05,PL,12.8,12.3,21.7
1394,2022-06,PL,14.2,12.9,23.5
1395,2022-07,PL,14.2,14.0,24.7
1396,2022-08,PL,14.8,16.5,26.8
1397,2022-09,PL,15.7,18.2,29.0
1398,2022-10,PL,16.4,21.0,28.6
1399,2022-11,PL,16.1,21.3,26.5
1400,2022-12,PL,15.3,20.5,23.6
1401,2023-01,PL,15.9,20.1,26.0
1402,2023-02,PL,17.2,23.6,26.7
1403,2023-03,PL,15.2,24.2,23.1
1404,2023-04,PL,14.0,20.3,20.9
1405,2023-05,PL,12.5,19.9,17.9
1406,2023-06,PL,11.0,19.0,15.7
1407,2023-07,PL,10.3,16.8,14.4
1408,2023-08,PL,9.5,13.8,11.7
1409,2023-09,PL,7.7,11.6,9.0
1410,2023-10,PL,6.3,9.2,7.3
1411,2023-11,PL,6.3,8.8,6.9
1412,2023-12,PL,6.2,7.5,8.6
1413,2024-01,PL,4.5,6.2,2.8
1414,2024-02,PL,3.7,3.7,2.1
1415,2024-03,PL,2.7,0.9,2.2
1416,2024-04,PL,3.0,2.3,2.2
1417,2024-05,PL,2.8,1.8,2.2
1418,2024-06,PL,2.9,2.8,2.3
1419,2024-07,PL,4.0,3.3,7.1
1420,2024-08,PL,4.0,4.0,7.3
1421,2024-09,PL,4.2,4.5,7.7
1422,2024-10,PL,4.2,4.6,7.7
1423,2024-11,PL,3.9,4.3,7.9
1424,2024-12,PL,3.9,4.3,8.0
1425,2025-01,PL,4.3,5.0,8.3
1426,2025-02,PL,4.3,5.7,8.6
1427,2025-03,PL,4.4,6.3,8.7
1428,2025-04,PL,3.7,5.1,8.5
1429,2025-05,PL,3.5,5.2,8.4
1430,2020-01,PT,0.8,0.8,1.1
1431,2020-02,PT,0.5,0.8,1.1
1432,2020-03,PT,0.1,1.2,0.8
1433,2020-04,PT,-0.1,3.8,-0.7
1434,2020-05,PT,-0.6,2.2,-0.8
1435,2020-06,PT,0.2,3.2,-0.9
1436,2020-07,PT,-0.1,2.6,0.1
1437,2020-08,PT,-0.2,2.2,0.1
1438,2020-09,PT,-0.8,2.0,0.0
1439,2020-10,PT,-0.6,2.4,0.0
1440,2020-11,PT,-0.4,2.0,0.0
1441,2020-12,PT,-0.3,1.5,-0.1
1442,2021-01,PT,0.2,1.0,-0.1
1443,2021-02,PT,0.3,0.9,-0.4
1444,2021-03,PT,0.1,0.7,-0.1
1445,2021-04,PT,-0.1,-0.8,1.4
1446,2021-05,PT,0.5,0.5,1.5
1447,2021-06,PT,-0.6,-0.2,1.8
1448,2021-07,PT,1.1,0.6,1.6
1449,2021-08,PT,1.3,0.6,2.3
1450,2021-09,PT,1.3,0.7,2.4
1451,2021-10,PT,1.8,0.5,3.1
1452,2021-11,PT,2.6,1.4,3.2
1453,2021-12,PT,2.8,2.9,3.3
1454,2022-01,PT,3.4,3.7,4.5
1455,2022-02,PT,4.4,4.7,5.1
1456,2022-03,PT,5.5,7.2,5.4
1457,2022-04,PT,7.4,10.3,10.2
1458,2022-05,PT,8.1,12.3,13.4
1459,2022-06,PT,9.0,13.2,13.5
1460,2022-07,PT,9.4,13.9,16.6
1461,2022-08,PT,9.3,15.4,14.9
1462,2022-09,PT,9.8,16.5,14.6
1463,2022-10,PT,10.6,18.6,18.5
1464,2022-11,PT,10.2,20.0,18.5
1465,2022-12,PT,9.8,19.9,18.4
1466,2023-01,PT,8.6,20.6,8.1
1467,2023-02,PT,8.6,21.5,6.9
1468,2023-03,PT,8.0,19.6,6.7
1469,2023-04,PT,6.9,15.4,0.0
1470,2023-05,PT,5.4,9.4,-3.1
1471,2023-06,PT,4.7,8.6,-3.6
1472,2023-07,PT,4.3,7.3,-2.8
1473,2023-08,PT,5.3,6.8,-1.7
1474,2023-09,PT,4.8,6.4,-1.3
1475,2023-10,PT,3.2,4.3,-5.9
1476,2023-11,PT,2.2,3.0,-6.0
1477,2023-12,PT,1.9,1.7,-6.1
1478,2024-01,PT,2.5,2.7,4.3
1479,2024-02,PT,2.3,0.8,5.7
1480,2024-03,PT,2.6,0.0,5.8
1481,2024-04,PT,2.3,0.3,7.3
1482,2024-05,PT,3.8,3.4,7.2
1483,2024-06,PT,3.1,3.0,9.8
1484,2024-07,PT,2.7,3.6,6.0
1485,2024-08,PT,1.8,2.7,5.8
1486,2024-09,PT,2.6,2.7,5.7
1487,2024-10,PT,2.6,3.0,6.9
1488,2024-11,PT,2.7,2.7,7.0
1489,2024-12,PT,3.1,3.4,7.1
1490,2025-01,PT,2.7,1.5,3.5
1491,2025-02,PT,2.5,1.6,3.6
1492,2025-03,PT,1.9,1.7,3.5
1493,2025-04,PT,2.1,1.6,4.4
1494,2025-05,PT,1.7,2.6,4.1
1495,2020-01,RO,3.9,4.9,2.2
1496,2020-02,RO,2.9,3.9,2.3
1497,2020-03,RO,2.7,5.0,2.3
1498,2020-04,RO,2.3,5.8,2.0
1499,2020-05,RO,1.8,5.1,1.9
1500,2020-06,RO,2.2,5.4,1.9
1501,2020-07,RO,2.5,5.8,1.9
1502,2020-08,RO,2.5,5.6,1.7
1503,2020-09,RO,2.1,5.0,1.7
1504,2020-10,RO,1.8,4.2,1.4
1505,2020-11,RO,1.7,3.6,1.6
1506,2020-12,RO,1.8,2.9,1.2
1507,2021-01,RO,2.0,2.5,4.6
1508,2021-02,RO,2.5,2.2,4.4
1509,2021-03,RO,2.5,0.8,4.3
1510,2021-04,RO,2.7,-0.2,4.5
1511,2021-05,RO,3.2,0.7,4.6
1512,2021-06,RO,3.5,1.5,4.7
1513,2021-07,RO,3.8,1.7,9.4
1514,2021-08,RO,4.0,2.1,9.8
1515,2021-09,RO,5.2,4.1,10.3
1516,2021-10,RO,6.5,5.2,15.9
1517,2021-11,RO,6.7,6.2,14.6
1518,2021-12,RO,6.7,6.9,16.8
1519,2022-01,RO,7.2,7.5,15.1
1520,2022-02,RO,7.9,9.3,12.1
1521,2022-03,RO,9.6,11.8,13.2
1522,2022-04,RO,11.7,14.5,25.5
1523,2022-05,RO,12.4,15.1,26.1
1524,2022-06,RO,13.0,15.3,26.4
1525,2022-07,RO,13.0,16.8,25.1
1526,2022-08,RO,13.3,19.1,25.4
1527,2022-09,RO,13.4,19.9,28.5
1528,2022-10,RO,13.5,21.4,22.5
1529,2022-11,RO,14.6,22.3,24.9
1530,2022-12,RO,14.1,22.7,24.2
1531,2023-01,RO,13.4,23.0,18.5
1532,2023-02,RO,13.4,22.7,21.7
1533,2023-03,RO,12.2,22.0,22.0
1534,2023-04,RO,10.4,20.0,10.6
1535,2023-05,RO,9.6,18.8,10.7
1536,2023-06,RO,9.3,18.0,10.2
1537,2023-07,RO,8.9,16.2,7.1
1538,2023-08,RO,9.3,11.0,6.6
1539,2023-09,RO,9.2,9.5,4.6
1540,2023-10,RO,8.3,7.8,4.6
1541,2023-11,RO,6.9,5.9,3.5
1542,2023-12,RO,7.0,4.9,2.5
1543,2024-01,RO,7.3,4.8,6.0
1544,2024-02,RO,7.1,3.6,6.3
1545,2024-03,RO,6.7,1.7,5.4
1546,2024-04,RO,6.2,1.0,2.4
1547,2024-05,RO,5.8,0.1,0.3
1548,2024-06,RO,5.3,-0.1,1.9
1549,2024-07,RO,5.8,0.7,2.8
1550,2024-08,RO,5.3,4.1,2.8
1551,2024-09,RO,4.8,4.7,1.7
1552,2024-10,RO,5.0,4.6,1.5
1553,2024-11,RO,5.4,5.0,2.4
1554,2024-12,RO,5.5,4.9,2.5
1555,2025-01,RO,5.3,4.4,2.9
1556,2025-02,RO,5.2,4.4,4.4
1557,2025-03,RO,5.1,5.0,3.8
1558,2025-04,RO,4.9,5.6,4.9
1559,2025-05,RO,5.4,6.8,6.5
1560,2020-01,SK,3.2,4.4,3.7
1561,2020-02,SK,3.1,4.6,3.7
1562,2020-03,SK,2.4,3.7,3.6
1563,2020-04,SK,2.1,4.3,3.6
1564,2020-05,SK,2.1,4.8,3.8
1565,2020-06,SK,1.8,2.6,3.6
1566,2020-07,SK,1.8,2.1,3.6
1567,2020-08,SK,1.4,1.0,3.6
1568,2020-09,SK,1.4,0.2,3.5
1569,2020-10,SK,1.6,1.0,3.5
1570,2020-11,SK,1.6,0.9,3.4
1571,2020-12,SK,1.6,0.6,3.4
1572,2021-01,SK,0.7,-0.5,-2.3
1573,2021-02,SK,0.9,-0.6,-2.3
1574,2021-03,SK,1.5,-0.9,-2.3
1575,2021-04,SK,1.7,-1.1,-2.3
1576,2021-05,SK,2.0,-0.8,-2.3
1577,2021-06,SK,2.5,1.4,-2.1
1578,2021-07,SK,2.9,2.6,-2.0
1579,2021-08,SK,3.3,3.6,-2.0
1580,2021-09,SK,4.0,4.2,-1.8
1581,2021-10,SK,4.4,3.9,-1.5
1582,2021-11,SK,4.8,4.5,-1.3
1583,2021-12,SK,5.1,5.8,-1.2
1584,2022-01,SK,7.7,8.1,10.7
1585,2022-02,SK,8.3,9.6,11.0
1586,2022-03,SK,9.6,11.8,11.9
1587,2022-04,SK,10.9,13.9,12.6
1588,2022-05,SK,11.8,16.0,12.8
1589,2022-06,SK,12.6,17.9,13.2
1590,2022-07,SK,12.8,19.1,13.4
1591,2022-08,SK,13.4,21.0,14.1
1592,2022-09,SK,13.6,23.3,14.6
1593,2022-10,SK,14.5,26.1,15.1
1594,2022-11,SK,15.1,27.8,15.5
1595,2022-12,SK,15.0,28.1,15.9
1596,2023-01,SK,15.1,27.5,13.6
1597,2023-02,SK,15.4,27.8,13.8
1598,2023-03,SK,14.8,28.2,13.5
1599,2023-04,SK,14.0,25.5,12.9
1600,2023-05,SK,12.3,21.7,12.5
1601,2023-06,SK,11.3,18.9,11.8
1602,2023-07,SK,10.3,16.5,11.4
1603,2023-08,SK,9.6,13.5,10.7
1604,2023-09,SK,9.0,11.2,10.0
1605,2023-10,SK,7.8,9.0,9.1
1606,2023-11,SK,6.9,7.8,8.2
1607,2023-12,SK,6.6,6.5,7.7
1608,2024-01,SK,4.4,4.9,1.1
1609,2024-02,SK,3.8,3.1,0.6
1610,2024-03,SK,2.7,0.6,0.6
1611,2024-04,SK,2.4,0.1,0.8
1612,2024-05,SK,2.6,0.7,0.8
1613,2024-06,SK,2.4,0.5,1.1
1614,2024-07,SK,3.0,1.5,1.3
1615,2024-08,SK,3.2,3.2,1.4
1616,2024-09,SK,2.9,3.1,1.6
1617,2024-10,SK,3.5,5.0,1.7
1618,2024-11,SK,3.6,4.7,1.9
1619,2024-12,SK,3.2,2.4,2.0
1620,2025-01,SK,4.2,2.5,3.6
1621,2025-02,SK,4.1,2.8,3.6
1622,2025-03,SK,4.2,3.2,3.1
1623,2025-04,SK,3.9,3.6,3.1
1624,2025-05,SK,4.3,3.9,3.3
1625,2020-01,SI,2.3,3.3,3.8
1626,2020-02,SI,2.0,3.9,2.9
1627,2020-03,SI,0.7,4.1,-5.9
1628,2020-04,SI,-1.3,4.6,-8.4
1629,2020-05,SI,-1.4,4.5,-9.0
1630,2020-06,SI,-0.8,2.6,-0.5
1631,2020-07,SI,-0.3,2.8,0.7
1632,2020-08,SI,-0.7,3.1,0.4
1633,2020-09,SI,-0.7,3.4,-0.5
1634,2020-10,SI,-0.5,2.9,-1.0
1635,2020-11,SI,-1.1,1.4,-1.0
1636,2020-12,SI,-1.2,0.7,-1.3
1637,2021-01,SI,-0.9,-0.2,-2.3
1638,2021-02,SI,-1.1,-0.5,-1.8
1639,2021-03,SI,0.1,-0.6,7.2
1640,2021-04,SI,2.2,-0.4,10.9
1641,2021-05,SI,2.2,-2.1,11.4
1642,2021-06,SI,1.7,-0.5,2.0
1643,2021-07,SI,2.0,-1.0,2.5
1644,2021-08,SI,2.1,-1.2,2.7
1645,2021-09,SI,2.7,0.0,4.1
1646,2021-10,SI,3.5,0.5,6.5
1647,2021-11,SI,4.9,1.2,8.1
1648,2021-12,SI,5.1,4.0,8.5
1649,2022-01,SI,6.0,4.6,11.1
1650,2022-02,SI,7.0,6.3,13.8
1651,2022-03,SI,6.0,6.9,1.1
1652,2022-04,SI,7.4,9.2,6.4
1653,2022-05,SI,8.7,10.7,11.1
1654,2022-06,SI,10.8,12.2,25.8
1655,2022-07,SI,11.7,12.9,27.0
1656,2022-08,SI,11.5,13.8,28.2
1657,2022-09,SI,10.6,14.5,18.9
1658,2022-10,SI,10.3,17.3,18.7
1659,2022-11,SI,10.8,19.2,18.4
1660,2022-12,SI,10.8,18.8,16.4
1661,2023-01,SI,9.9,19.6,13.5
1662,2023-02,SI,9.4,18.9,9.9
1663,2023-03,SI,10.4,19.6,22.8
1664,2023-04,SI,9.2,16.2,15.8
1665,2023-05,SI,8.1,15.4,12.1
1666,2023-06,SI,6.6,13.0,4.5
1667,2023-07,SI,5.7,11.7,2.8
1668,2023-08,SI,6.1,10.8,2.5
1669,2023-09,SI,7.1,9.6,12.7
1670,2023-10,SI,6.6,7.5,10.1
1671,2023-11,SI,4.5,6.2,2.1
1672,2023-12,SI,3.8,4.6,2.1
1673,2024-01,SI,3.4,3.2,3.0
1674,2024-02,SI,3.4,1.7,4.4
1675,2024-03,SI,3.4,0.6,4.8
1676,2024-04,SI,3.0,-0.3,5.0
1677,2024-05,SI,2.5,-0.4,3.0
1678,2024-06,SI,1.6,0.2,-3.3
1679,2024-07,SI,1.4,0.5,-3.6
1680,2024-08,SI,1.1,0.9,-4.0
1681,2024-09,SI,0.7,0.9,-7.3
1682,2024-10,SI,0.0,1.2,-9.6
1683,2024-11,SI,1.6,2.1,-0.6
1684,2024-12,SI,2.0,2.4,0.7
1685,2025-01,SI,2.3,2.2,0.0
1686,2025-02,SI,1.9,2.7,-5.0
1687,2025-03,SI,2.2,3.4,-1.8
1688,2025-04,SI,2.3,6.0,-2.6
1689,2025-05,SI,1.9,5.5,-2.8
1690,2020-01,ES,1.1,2.0,-3.4
1691,2020-02,ES,0.9,2.0,-3.6
1692,2020-03,ES,0.1,2.5,-4.7
1693,2020-04,ES,-0.7,4.0,-6.4
1694,2020-05,ES,-0.9,3.5,-5.9
1695,2020-06,ES,-0.3,2.8,-3.7
1696,2020-07,ES,-0.7,2.2,-3.8
1697,2020-08,ES,-0.6,2.2,-2.7
1698,2020-09,ES,-0.6,2.4,-1.4
1699,2020-10,ES,-0.9,2.3,-3.5
1700,2020-11,ES,-0.8,1.3,-2.1
1701,2020-12,ES,-0.6,1.1,-0.1
1702,2021-01,ES,0.4,1.7,3.1
1703,2021-02,ES,-0.1,1.6,-1.0
1704,2021-03,ES,1.2,1.4,4.2
1705,2021-04,ES,2.0,0.3,9.9
1706,2021-05,ES,2.4,0.8,10.2
1707,2021-06,ES,2.5,1.1,10.7
1708,2021-07,ES,2.9,1.7,9.3
1709,2021-08,ES,3.3,1.9,11.4
1710,2021-09,ES,4.0,1.8,14.3
1711,2021-10,ES,5.4,1.7,20.1
1712,2021-11,ES,5.5,3.3,16.6
1713,2021-12,ES,6.6,4.9,22.9
1714,2022-01,ES,6.2,4.7,17.8
1715,2022-02,ES,7.6,5.6,25.0
1716,2022-03,ES,9.8,6.8,32.8
1717,2022-04,ES,8.3,10.1,18.6
1718,2022-05,ES,8.5,11.0,17.3
1719,2022-06,ES,10.0,13.0,18.8
1720,2022-07,ES,10.7,13.5,22.8
1721,2022-08,ES,10.5,13.8,24.5
1722,2022-09,ES,9.0,14.4,14.1
1723,2022-10,ES,7.3,15.4,2.6
1724,2022-11,ES,6.7,15.3,0.9
1725,2022-12,ES,5.5,15.7,-4.5
1726,2023-01,ES,5.9,15.4,-8.3
1727,2023-02,ES,6.0,16.6,-6.1
1728,2023-03,ES,3.1,16.5,-16.1
1729,2023-04,ES,3.8,12.9,-10.8
1730,2023-05,ES,2.9,12.0,-10.4
1731,2023-06,ES,1.6,10.3,-12.7
1732,2023-07,ES,2.1,10.8,-14.8
1733,2023-08,ES,2.4,10.5,-18.0
1734,2023-09,ES,3.3,10.5,-13.1
1735,2023-10,ES,3.5,9.4,-7.6
1736,2023-11,ES,3.3,9.0,-5.6
1737,2023-12,ES,3.3,7.3,-5.8
1738,2024-01,ES,3.5,7.4,1.5
1739,2024-02,ES,2.9,5.3,-2.7
1740,2024-03,ES,3.3,4.3,1.5
1741,2024-04,ES,3.4,4.7,3.9
1742,2024-05,ES,3.8,4.4,5.1
1743,2024-06,ES,3.6,4.2,5.1
1744,2024-07,ES,2.9,3.1,3.1
1745,2024-08,ES,2.4,2.5,4.0
1746,2024-09,ES,1.7,1.8,2.9
1747,2024-10,ES,1.8,1.9,4.2
1748,2024-11,ES,2.4,1.7,7.3
1749,2024-12,ES,2.8,1.8,7.4
1750,2025-01,ES,2.9,1.8,7.9
1751,2025-02,ES,2.9,2.2,9.7
1752,2025-03,ES,2.2,2.4,5.7
1753,2025-04,ES,2.2,2.1,4.2
1754,2025-05,ES,2.0,2.5,3.7
1755,2020-01,SE,1.5,2.5,-2.2
1756,2020-02,SE,1.3,2.5,-2.6
1757,2020-03,SE,0.8,2.5,-2.5
1758,2020-04,SE,-0.2,3.4,-3.2
1759,2020-05,SE,0.1,3.8,-2.4
1760,2020-06,SE,0.9,2.6,0.4
1761,2020-07,SE,0.7,1.5,-2.9
1762,2020-08,SE,1.0,2.0,-0.2
1763,2020-09,SE,0.6,0.9,0.2
1764,2020-10,SE,0.4,1.4,-1.7
1765,2020-11,SE,0.2,1.1,-2.2
1766,2020-12,SE,0.6,1.0,-0.3
1767,2021-01,SE,1.9,2.0,3.0
1768,2021-02,SE,1.8,0.2,4.7
1769,2021-03,SE,2.1,0.0,4.0
1770,2021-04,SE,2.8,-0.4,4.6
1771,2021-05,SE,2.4,-0.9,5.0
1772,2021-06,SE,1.8,-0.2,4.2
1773,2021-07,SE,1.8,-0.1,7.8
1774,2021-08,SE,2.5,0.4,5.9
1775,2021-09,SE,3.0,1.0,7.9
1776,2021-10,SE,3.3,1.3,7.0
1777,2021-11,SE,3.9,1.1,9.3
1778,2021-12,SE,4.5,1.9,15.5
1779,2022-01,SE,3.9,2.2,9.3
1780,2022-02,SE,4.4,4.3,7.0
1781,2022-03,SE,6.3,6.3,12.5
1782,2022-04,SE,6.6,6.9,11.8
1783,2022-05,SE,7.5,9.2,12.2
1784,2022-06,SE,8.9,11.5,14.0
1785,2022-07,SE,8.3,13.9,9.2
1786,2022-08,SE,9.5,14.3,17.5
1787,2022-09,SE,10.3,16.5,19.0
1788,2022-10,SE,9.8,17.6,11.0
1789,2022-11,SE,10.1,18.5,14.1
1790,2022-12,SE,10.8,18.6,17.5
1791,2023-01,SE,9.6,20.3,8.2
1792,2023-02,SE,9.7,21.6,6.9
1793,2023-03,SE,8.1,20.2,2.7
1794,2023-04,SE,7.7,17.8,2.9
1795,2023-05,SE,6.7,14.9,-1.6
1796,2023-06,SE,6.3,13.2,-0.9
1797,2023-07,SE,6.3,11.2,-3.0
1798,2023-08,SE,4.5,9.7,-11.1
1799,2023-09,SE,3.7,8.2,-15.5
1800,2023-10,SE,4.0,7.1,-6.9
1801,2023-11,SE,3.3,6.6,-6.1
1802,2023-12,SE,1.9,5.8,-14.1
1803,2024-01,SE,3.4,3.6,-0.4
1804,2024-02,SE,2.6,1.1,-0.6
1805,2024-03,SE,2.3,-0.8,0.5
1806,2024-04,SE,2.4,0.5,0.9
1807,2024-05,SE,2.5,1.4,0.4
1808,2024-06,SE,1.4,1.0,-1.4
1809,2024-07,SE,1.7,1.0,2.0
1810,2024-08,SE,1.3,1.3,0.7
1811,2024-09,SE,1.2,2.1,2.8
1812,2024-10,SE,1.6,1.8,3.4
1813,2024-11,SE,2.0,2.0,2.8
1814,2024-12,SE,1.6,1.8,1.5
1815,2025-01,SE,2.0,2.3,2.6
1816,2025-02,SE,2.8,3.9,6.8
1817,2025-03,SE,2.1,5.4,3.2
1818,2025-04,SE,2.1,5.4,2.8
1819,2025-05,SE,2.3,5.0,7.0
